timestamp,gyrX,gyrY,gyrZ
110021220,-0.977,-17.761,15.442
110022000,-0.977,-17.761,15.442
110022010,3.052,-15.930,24.109
110022021,3.052,-15.930,24.109
110022101,3.052,-15.930,24.109
110022111,5.859,-10.132,28.748
110022121,5.859,-10.132,28.748
110022201,5.859,-1.770,29.236
110022211,4.944,-1.770,29.236
110022221,4.944,-1.770,29.236
110100001,0.366,9.155,26.978
110100011,0.366,9.155,26.978
110100021,0.366,9.155,26.978
110100101,-7.385,19.592,24.170
110100111,-7.385,19.592,24.170
110100121,-7.385,19.592,24.170
110100201,-18.127,27.466,21.973
110100211,-18.127,27.466,21.973
110100221,-31.128,32.776,20.691
110101002,-31.128,32.776,20.691
110101012,-31.128,32.776,20.691
110101022,-44.617,35.400,19.226
110101102,-44.617,35.400,19.226
110101112,-44.617,35.400,19.226
110101122,-56.335,36.194,15.869
110101202,-56.335,36.194,15.869
110101212,-56.335,36.194,0.244
110101222,-63.232,34.119,11.292
110102002,-63.232,34.119,11.292
110102012,-65.002,30.090,8.423
110102022,-65.002,30.090,8.423
110102102,-65.002,30.090,8.423
110102112,-61.646,25.940,9.949
110102200,-61.646,25.940,9.949
110102210,-61.646,25.940,9.949
110102220,-54.443,23.132,18.311
110110000,-54.443,23.132,18.311
110110010,-54.443,23.132,31.006
110110020,-45.227,20.630,31.006
110110100,-45.227,20.630,31.006
110110110,-35.339,17.517,43.396
110110120,-35.339,17.517,43.396
110110200,-35.339,17.517,43.396
110110210,-27.039,13.611,50.903
110110220,-27.039,13.611,50.903
110111000,-27.039,13.611,50.903
110111010,-21.545,10.071,51.636
110111020,-21.545,10.071,51.636
110111100,-21.545,9.216,46.997
110111111,-19.531,9.216,46.997
110111121,-19.531,9.216,46.997
110111201,-19.714,11.902,39.856
110111211,-19.714,11.902,39.856
110111221,-19.714,11.902,39.856
110112001,-24.353,18.188,33.142
110112011,-24.353,18.188,33.142
110112021,-24.353,18.188,33.142
110112101,-32.104,23.193,30.090
110112111,-32.104,23.193,30.090
110112121,-29.602,32.471,20.569
110112201,-29.602,32.471,20.569
110112211,-29.602,32.471,20.569
110112221,-33.020,44.556,10.376
110120001,-33.020,44.556,10.376
110120012,-33.020,44.556,10.376
110120022,-38.086,59.326,-0.610
110120102,-38.086,59.326,-0.610
110120112,-38.086,59.326,-11.841
110120122,-45.349,77.332,-11.841
110120202,-45.349,77.332,-11.841
110120212,-56.580,91.736,-21.362
110120222,-56.580,91.736,-21.362
110121010,-56.580,91.736,-21.362
110121020,-57.495,101.746,-36.255
110121100,-57.495,101.746,-36.255
110121110,-57.495,101.746,-46.814
110121120,-52.551,107.056,-46.814
110121200,-52.551,107.056,-46.814
110121211,-47.668,101.135,-43.274
110121221,-47.668,101.135,-43.274
110122001,-47.668,101.135,-43.274
110122011,-43.274,80.994,-30.334
110122021,-43.274,80.994,-30.334
110122101,-43.274,48.523,-20.142
110122111,-32.104,48.523,-20.142
110122122,-32.104,48.523,-20.142
110122202,-11.597,18.066,-16.846
110122212,-11.597,18.066,-16.846
110122222,-11.597,18.066,-16.846
